,entropy,true_labels,pred_labels,condition,is_prediction_correct
0,0.0,4,4,DUQ-Quant,True
1,0.0,5,5,DUQ-Quant,True
2,0.0,7,7,DUQ-Quant,True
3,0.0,4,4,DUQ-Quant,True
4,0.0,0,0,DUQ-Quant,True
5,0.0,0,0,DUQ-Quant,True
6,0.0,9,9,DUQ-Quant,True
7,0.0,4,4,DUQ-Quant,True
8,0.0,7,7,DUQ-Quant,True
9,0.0,2,2,DUQ-Quant,True
10,0.0,7,7,DUQ-Quant,True
11,0.0,3,3,DUQ-Quant,True
12,0.0,7,7,DUQ-Quant,True
13,0.0,5,5,DUQ-Quant,True
14,0.0,4,4,DUQ-Quant,True
15,0.0,5,5,DUQ-Quant,True
16,0.0,4,4,DUQ-Quant,True
17,0.0,0,0,DUQ-Quant,True
18,0.0,1,1,DUQ-Quant,True
19,0.0,1,1,DUQ-Quant,True
20,0.0,9,9,DUQ-Quant,True
21,0.0,9,9,DUQ-Quant,True
22,0.0,6,6,DUQ-Quant,True
23,0.0,2,2,DUQ-Quant,True
24,0.0,6,6,DUQ-Quant,True
25,0.0,5,5,DUQ-Quant,True
26,0.0,3,3,DUQ-Quant,True
27,0.0,3,3,DUQ-Quant,True
28,0.0,1,1,DUQ-Quant,True
29,0.0,9,9,DUQ-Quant,True
30,0.0,1,1,DUQ-Quant,True
31,0.0,6,6,DUQ-Quant,True
32,0.0,3,3,DUQ-Quant,True
33,0.0,6,6,DUQ-Quant,True
34,0.0,6,6,DUQ-Quant,True
35,0.0,9,0,DUQ-Quant,False
36,0.0,9,9,DUQ-Quant,True
37,0.0,6,6,DUQ-Quant,True
38,0.0,4,4,DUQ-Quant,True
39,0.0,2,2,DUQ-Quant,True
40,0.0,4,4,DUQ-Quant,True
41,0.0,7,7,DUQ-Quant,True
42,0.0,0,0,DUQ-Quant,True
43,0.0,3,3,DUQ-Quant,True
44,0.0,5,5,DUQ-Quant,True
45,0.0,9,3,DUQ-Quant,False
46,0.0,9,9,DUQ-Quant,True
47,0.0,7,7,DUQ-Quant,True
48,0.0,8,8,DUQ-Quant,True
49,0.0,1,1,DUQ-Quant,True
50,0.0,8,8,DUQ-Quant,True
51,0.0,8,8,DUQ-Quant,True
52,0.0,7,7,DUQ-Quant,True
53,0.0,1,1,DUQ-Quant,True
54,0.0,9,9,DUQ-Quant,True
55,0.0,5,5,DUQ-Quant,True
56,0.0,0,0,DUQ-Quant,True
57,0.0,3,3,DUQ-Quant,True
58,0.0,2,2,DUQ-Quant,True
59,0.0,6,6,DUQ-Quant,True
60,0.0,7,7,DUQ-Quant,True
61,0.0,6,6,DUQ-Quant,True
62,0.0,7,7,DUQ-Quant,True
63,0.0,2,2,DUQ-Quant,True
64,0.0,9,9,DUQ-Quant,True
65,0.0,9,9,DUQ-Quant,True
66,0.0,9,9,DUQ-Quant,True
67,0.0,6,6,DUQ-Quant,True
68,0.0,2,2,DUQ-Quant,True
69,0.0,5,5,DUQ-Quant,True
70,0.0,6,6,DUQ-Quant,True
71,0.0,7,7,DUQ-Quant,True
72,0.0,1,1,DUQ-Quant,True
73,0.0,2,2,DUQ-Quant,True
74,0.0,3,3,DUQ-Quant,True
75,0.0,7,7,DUQ-Quant,True
76,0.0,7,2,DUQ-Quant,False
77,0.0,3,3,DUQ-Quant,True
78,0.0,3,3,DUQ-Quant,True
79,0.0,5,5,DUQ-Quant,True
80,0.0,1,1,DUQ-Quant,True
81,0.0,7,7,DUQ-Quant,True
82,0.0,7,7,DUQ-Quant,True
83,0.0,2,2,DUQ-Quant,True
84,0.0,5,5,DUQ-Quant,True
85,0.0,0,0,DUQ-Quant,True
86,0.0,9,9,DUQ-Quant,True
87,0.0,2,2,DUQ-Quant,True
88,0.0,9,9,DUQ-Quant,True
89,0.0,8,8,DUQ-Quant,True
90,0.0,1,1,DUQ-Quant,True
91,0.0,0,0,DUQ-Quant,True
92,0.0,4,4,DUQ-Quant,True
93,0.0,3,3,DUQ-Quant,True
94,0.0,5,5,DUQ-Quant,True
95,0.0,6,6,DUQ-Quant,True
96,0.0,0,0,DUQ-Quant,True
97,0.0,7,7,DUQ-Quant,True
98,0.0,5,5,DUQ-Quant,True
99,0.0,5,5,DUQ-Quant,True
100,0.0,3,3,DUQ-Quant,True
101,0.0,9,9,DUQ-Quant,True
102,0.0,5,3,DUQ-Quant,False
103,0.0,8,8,DUQ-Quant,True
104,0.0,7,7,DUQ-Quant,True
105,0.0,2,2,DUQ-Quant,True
106,0.0,1,1,DUQ-Quant,True
107,0.0,3,3,DUQ-Quant,True
108,0.0,7,7,DUQ-Quant,True
109,0.0,7,7,DUQ-Quant,True
110,0.0,4,4,DUQ-Quant,True
111,0.0,0,0,DUQ-Quant,True
112,0.0,3,3,DUQ-Quant,True
113,0.0,1,1,DUQ-Quant,True
114,0.0,9,9,DUQ-Quant,True
115,0.0,8,8,DUQ-Quant,True
116,0.0,3,3,DUQ-Quant,True
117,0.0,7,7,DUQ-Quant,True
118,0.0,8,8,DUQ-Quant,True
119,0.0,6,6,DUQ-Quant,True
120,0.0,6,6,DUQ-Quant,True
121,0.0,4,4,DUQ-Quant,True
122,0.0,3,3,DUQ-Quant,True
123,0.0,4,4,DUQ-Quant,True
124,0.0,8,8,DUQ-Quant,True
125,0.0,7,7,DUQ-Quant,True
126,0.0,9,9,DUQ-Quant,True
127,0.0,9,9,DUQ-Quant,True
128,0.0,1,1,DUQ-Quant,True
129,0.0,4,4,DUQ-Quant,True
130,0.0,3,3,DUQ-Quant,True
131,0.0,8,8,DUQ-Quant,True
132,0.0,1,1,DUQ-Quant,True
133,0.0,6,6,DUQ-Quant,True
134,0.0,3,3,DUQ-Quant,True
135,0.0,4,4,DUQ-Quant,True
136,0.0,3,3,DUQ-Quant,True
137,0.0,4,4,DUQ-Quant,True
138,0.0,2,2,DUQ-Quant,True
139,0.0,3,3,DUQ-Quant,True
140,0.0,7,7,DUQ-Quant,True
141,0.0,9,9,DUQ-Quant,True
142,0.0,6,6,DUQ-Quant,True
143,0.0,1,1,DUQ-Quant,True
144,0.0,2,2,DUQ-Quant,True
145,0.0,0,0,DUQ-Quant,True
146,0.0,4,4,DUQ-Quant,True
147,0.0,0,0,DUQ-Quant,True
148,0.0,9,9,DUQ-Quant,True
149,0.0,7,7,DUQ-Quant,True
150,0.0,7,7,DUQ-Quant,True
151,0.0,0,0,DUQ-Quant,True
152,0.0,6,6,DUQ-Quant,True
153,0.0,3,3,DUQ-Quant,True
154,0.0,7,7,DUQ-Quant,True
155,0.0,2,2,DUQ-Quant,True
156,0.0,0,0,DUQ-Quant,True
157,0.0,8,8,DUQ-Quant,True
158,0.0,9,9,DUQ-Quant,True
159,0.0,9,9,DUQ-Quant,True
160,0.0,5,5,DUQ-Quant,True
161,0.0,8,2,DUQ-Quant,False
162,0.0,5,5,DUQ-Quant,True
163,0.0,3,3,DUQ-Quant,True
164,0.0,8,8,DUQ-Quant,True
165,0.0,0,0,DUQ-Quant,True
166,0.0,7,7,DUQ-Quant,True
167,0.0,6,6,DUQ-Quant,True
168,0.0,7,7,DUQ-Quant,True
169,0.0,0,0,DUQ-Quant,True
170,0.0,2,2,DUQ-Quant,True
171,0.0,2,2,DUQ-Quant,True
172,0.0,6,6,DUQ-Quant,True
173,0.0,3,3,DUQ-Quant,True
174,0.0,9,9,DUQ-Quant,True
175,0.0,5,5,DUQ-Quant,True
176,0.0,9,9,DUQ-Quant,True
177,0.0,7,7,DUQ-Quant,True
178,0.0,9,9,DUQ-Quant,True
179,0.0,2,2,DUQ-Quant,True
180,0.0,0,0,DUQ-Quant,True
181,0.0,4,4,DUQ-Quant,True
182,0.0,4,4,DUQ-Quant,True
183,0.0,8,8,DUQ-Quant,True
184,0.0,7,7,DUQ-Quant,True
185,0.0,1,1,DUQ-Quant,True
186,0.0,6,6,DUQ-Quant,True
187,0.0,7,7,DUQ-Quant,True
188,0.0,9,9,DUQ-Quant,True
189,0.0,0,0,DUQ-Quant,True
190,0.0,1,1,DUQ-Quant,True
191,0.0,7,2,DUQ-Quant,False
192,0.0,3,3,DUQ-Quant,True
193,0.0,2,2,DUQ-Quant,True
194,0.0,6,6,DUQ-Quant,True
195,0.0,2,2,DUQ-Quant,True
196,0.0,0,0,DUQ-Quant,True
197,0.0,4,4,DUQ-Quant,True
198,0.0,6,6,DUQ-Quant,True
199,0.0,7,7,DUQ-Quant,True
200,0.0,0,0,DUQ-Quant,True
201,0.0,0,0,DUQ-Quant,True
202,0.0,1,1,DUQ-Quant,True
203,0.0,9,9,DUQ-Quant,True
204,0.0,0,0,DUQ-Quant,True
205,0.0,0,0,DUQ-Quant,True
206,0.0,7,7,DUQ-Quant,True
207,0.0,3,3,DUQ-Quant,True
208,0.0,8,8,DUQ-Quant,True
209,0.0,7,7,DUQ-Quant,True
210,0.0,2,2,DUQ-Quant,True
211,0.0,8,8,DUQ-Quant,True
212,0.0,5,5,DUQ-Quant,True
213,0.0,9,9,DUQ-Quant,True
214,0.0,9,9,DUQ-Quant,True
215,0.0,9,9,DUQ-Quant,True
216,0.0,4,4,DUQ-Quant,True
217,0.0,0,0,DUQ-Quant,True
218,0.0,0,0,DUQ-Quant,True
219,0.0,3,3,DUQ-Quant,True
220,0.0,3,3,DUQ-Quant,True
221,0.0,1,1,DUQ-Quant,True
222,0.0,1,1,DUQ-Quant,True
223,0.0,1,1,DUQ-Quant,True
224,0.0,3,3,DUQ-Quant,True
225,0.0,0,0,DUQ-Quant,True
226,0.0,6,6,DUQ-Quant,True
227,0.0,7,7,DUQ-Quant,True
228,0.0,8,0,DUQ-Quant,False
229,0.0,6,6,DUQ-Quant,True
230,0.0,5,5,DUQ-Quant,True
231,0.0,3,3,DUQ-Quant,True
232,0.0,7,7,DUQ-Quant,True
233,0.0,1,1,DUQ-Quant,True
234,0.0,5,5,DUQ-Quant,True
235,0.0,1,1,DUQ-Quant,True
236,0.0,2,2,DUQ-Quant,True
237,0.0,0,0,DUQ-Quant,True
238,0.0,4,4,DUQ-Quant,True
239,0.0,6,6,DUQ-Quant,True
240,0.0,0,0,DUQ-Quant,True
241,0.0,9,9,DUQ-Quant,True
242,0.0,0,0,DUQ-Quant,True
243,0.0,6,6,DUQ-Quant,True
244,0.0,9,9,DUQ-Quant,True
245,0.0,1,1,DUQ-Quant,True
246,0.0,1,1,DUQ-Quant,True
247,0.0,8,8,DUQ-Quant,True
248,0.0,2,2,DUQ-Quant,True
249,0.0,6,6,DUQ-Quant,True
250,0.0,8,8,DUQ-Quant,True
251,0.0,7,7,DUQ-Quant,True
252,0.0,5,5,DUQ-Quant,True
253,0.0,9,9,DUQ-Quant,True
254,0.0,5,5,DUQ-Quant,True
255,0.0,8,8,DUQ-Quant,True
256,0.0,6,6,DUQ-Quant,True
257,0.0,7,7,DUQ-Quant,True
258,0.0,8,8,DUQ-Quant,True
259,0.0,7,7,DUQ-Quant,True
260,0.0,9,9,DUQ-Quant,True
261,0.0,9,9,DUQ-Quant,True
262,0.0,8,8,DUQ-Quant,True
263,0.0,4,4,DUQ-Quant,True
264,0.0,6,6,DUQ-Quant,True
265,0.0,7,7,DUQ-Quant,True
266,0.0,2,2,DUQ-Quant,True
267,0.0,8,8,DUQ-Quant,True
268,0.0,9,9,DUQ-Quant,True
269,0.0,1,1,DUQ-Quant,True
270,0.0,2,2,DUQ-Quant,True
271,0.0,1,1,DUQ-Quant,True
272,0.0,7,7,DUQ-Quant,True
273,0.0,6,6,DUQ-Quant,True
274,0.0,7,7,DUQ-Quant,True
275,0.0,6,6,DUQ-Quant,True
276,0.0,5,5,DUQ-Quant,True
277,0.0,6,6,DUQ-Quant,True
278,0.0,6,6,DUQ-Quant,True
279,0.0,4,4,DUQ-Quant,True
280,0.0,6,6,DUQ-Quant,True
281,0.0,9,9,DUQ-Quant,True
282,0.0,2,2,DUQ-Quant,True
283,0.0,5,5,DUQ-Quant,True
284,0.0,6,6,DUQ-Quant,True
285,0.0,4,4,DUQ-Quant,True
286,0.0,0,0,DUQ-Quant,True
287,0.0,1,1,DUQ-Quant,True
288,0.0,3,3,DUQ-Quant,True
289,0.0,1,1,DUQ-Quant,True
290,0.0,6,6,DUQ-Quant,True
291,0.0,4,4,DUQ-Quant,True
292,0.0,0,0,DUQ-Quant,True
293,0.0,6,6,DUQ-Quant,True
294,0.0,5,5,DUQ-Quant,True
295,0.0,8,8,DUQ-Quant,True
296,0.0,0,0,DUQ-Quant,True
297,0.0,0,0,DUQ-Quant,True
298,0.0,5,5,DUQ-Quant,True
299,0.0,4,4,DUQ-Quant,True
300,0.0,7,2,DUQ-Quant,False
301,0.0,2,2,DUQ-Quant,True
302,0.0,3,3,DUQ-Quant,True
303,0.0,0,0,DUQ-Quant,True
304,0.0,0,0,DUQ-Quant,True
305,0.0,3,3,DUQ-Quant,True
306,0.0,2,2,DUQ-Quant,True
307,0.0,4,4,DUQ-Quant,True
308,0.0,2,2,DUQ-Quant,True
309,0.0,7,7,DUQ-Quant,True
310,0.0,1,1,DUQ-Quant,True
311,0.0,1,1,DUQ-Quant,True
312,0.0,1,1,DUQ-Quant,True
313,0.0,4,4,DUQ-Quant,True
314,0.0,1,1,DUQ-Quant,True
315,0.0,1,1,DUQ-Quant,True
316,0.0,5,5,DUQ-Quant,True
317,0.0,7,2,DUQ-Quant,False
318,0.0,4,4,DUQ-Quant,True
319,0.0,0,0,DUQ-Quant,True
320,0.0,2,2,DUQ-Quant,True
321,0.0,1,1,DUQ-Quant,True
322,0.0,8,8,DUQ-Quant,True
323,0.0,1,1,DUQ-Quant,True
324,0.0,9,9,DUQ-Quant,True
325,0.0,6,6,DUQ-Quant,True
326,0.0,4,4,DUQ-Quant,True
327,0.0,4,4,DUQ-Quant,True
328,0.0,1,1,DUQ-Quant,True
329,0.0,2,2,DUQ-Quant,True
330,0.0,9,9,DUQ-Quant,True
331,0.0,1,1,DUQ-Quant,True
332,0.0,7,7,DUQ-Quant,True
333,0.0,1,1,DUQ-Quant,True
334,0.0,1,1,DUQ-Quant,True
335,0.0,4,4,DUQ-Quant,True
336,0.0,7,7,DUQ-Quant,True
337,0.0,3,3,DUQ-Quant,True
338,0.0,5,5,DUQ-Quant,True
339,0.0,5,5,DUQ-Quant,True
340,0.0,8,8,DUQ-Quant,True
341,0.0,1,1,DUQ-Quant,True
342,0.0,6,6,DUQ-Quant,True
343,0.0,5,5,DUQ-Quant,True
344,0.0,2,2,DUQ-Quant,True
345,0.0,6,6,DUQ-Quant,True
346,0.0,1,1,DUQ-Quant,True
347,0.0,4,4,DUQ-Quant,True
348,0.0,1,1,DUQ-Quant,True
349,0.0,7,7,DUQ-Quant,True
350,0.0,3,3,DUQ-Quant,True
351,0.0,8,8,DUQ-Quant,True
352,0.0,7,7,DUQ-Quant,True
353,0.0,6,1,DUQ-Quant,False
354,0.0,7,2,DUQ-Quant,False
355,0.0,9,9,DUQ-Quant,True
356,0.0,7,7,DUQ-Quant,True
357,0.0,5,5,DUQ-Quant,True
358,0.0,9,9,DUQ-Quant,True
359,0.0,4,4,DUQ-Quant,True
360,0.0,7,7,DUQ-Quant,True
361,0.0,8,8,DUQ-Quant,True
362,0.0,4,4,DUQ-Quant,True
363,0.0,1,1,DUQ-Quant,True
364,0.0,4,4,DUQ-Quant,True
365,0.0,1,1,DUQ-Quant,True
366,0.0,7,7,DUQ-Quant,True
367,0.0,5,5,DUQ-Quant,True
368,0.0,0,0,DUQ-Quant,True
369,0.0,1,1,DUQ-Quant,True
370,0.0,7,7,DUQ-Quant,True
371,0.0,8,8,DUQ-Quant,True
372,0.0,2,2,DUQ-Quant,True
373,0.0,4,4,DUQ-Quant,True
374,0.0,9,9,DUQ-Quant,True
375,0.0,1,1,DUQ-Quant,True
376,0.0,4,4,DUQ-Quant,True
377,0.0,3,3,DUQ-Quant,True
378,0.0,8,8,DUQ-Quant,True
379,0.0,1,1,DUQ-Quant,True
380,0.0,9,9,DUQ-Quant,True
381,0.0,0,0,DUQ-Quant,True
382,0.0,3,3,DUQ-Quant,True
383,0.0,1,1,DUQ-Quant,True
384,0.0,1,1,DUQ-Quant,True
385,0.0,7,2,DUQ-Quant,False
386,0.0,5,5,DUQ-Quant,True
387,0.0,7,7,DUQ-Quant,True
388,0.0,1,1,DUQ-Quant,True
389,0.0,6,0,DUQ-Quant,False
390,0.0,6,6,DUQ-Quant,True
391,0.0,3,3,DUQ-Quant,True
392,0.0,2,2,DUQ-Quant,True
393,0.0,8,8,DUQ-Quant,True
394,0.0,3,3,DUQ-Quant,True
395,0.0,3,3,DUQ-Quant,True
396,0.0,9,9,DUQ-Quant,True
397,0.0,9,9,DUQ-Quant,True
398,0.0,1,1,DUQ-Quant,True
399,0.0,2,2,DUQ-Quant,True
400,0.0,9,9,DUQ-Quant,True
401,0.0,7,7,DUQ-Quant,True
402,0.0,6,6,DUQ-Quant,True
403,0.0,2,2,DUQ-Quant,True
404,0.0,5,5,DUQ-Quant,True
405,0.0,8,8,DUQ-Quant,True
406,0.0,3,3,DUQ-Quant,True
407,0.0,0,0,DUQ-Quant,True
408,0.0,9,9,DUQ-Quant,True
409,0.0,2,2,DUQ-Quant,True
410,0.0,9,9,DUQ-Quant,True
411,0.0,7,7,DUQ-Quant,True
412,0.0,0,0,DUQ-Quant,True
413,0.0,2,2,DUQ-Quant,True
414,0.0,7,7,DUQ-Quant,True
415,0.0,5,5,DUQ-Quant,True
416,0.0,8,8,DUQ-Quant,True
417,0.0,8,8,DUQ-Quant,True
418,0.0,3,3,DUQ-Quant,True
419,0.0,4,4,DUQ-Quant,True
420,0.0,0,0,DUQ-Quant,True
421,0.0,7,7,DUQ-Quant,True
422,0.0,7,7,DUQ-Quant,True
423,0.0,0,0,DUQ-Quant,True
424,0.0,8,8,DUQ-Quant,True
425,0.0,4,4,DUQ-Quant,True
426,0.0,8,8,DUQ-Quant,True
427,0.0,1,1,DUQ-Quant,True
428,0.0,5,5,DUQ-Quant,True
429,0.0,5,5,DUQ-Quant,True
430,0.0,2,2,DUQ-Quant,True
431,0.0,7,7,DUQ-Quant,True
432,0.0,8,8,DUQ-Quant,True
433,0.0,9,9,DUQ-Quant,True
434,0.0,9,9,DUQ-Quant,True
435,0.0,8,8,DUQ-Quant,True
436,0.0,2,2,DUQ-Quant,True
437,0.0,4,4,DUQ-Quant,True
438,0.0,3,3,DUQ-Quant,True
439,0.0,2,2,DUQ-Quant,True
440,0.0,5,5,DUQ-Quant,True
441,0.0,5,5,DUQ-Quant,True
442,0.0,0,0,DUQ-Quant,True
443,0.0,1,1,DUQ-Quant,True
444,0.0,1,1,DUQ-Quant,True
445,0.0,2,2,DUQ-Quant,True
446,0.0,9,9,DUQ-Quant,True
447,0.0,5,3,DUQ-Quant,False
448,0.0,2,2,DUQ-Quant,True
449,0.0,3,3,DUQ-Quant,True
450,0.0,4,4,DUQ-Quant,True
451,0.0,9,9,DUQ-Quant,True
452,0.0,6,0,DUQ-Quant,False
453,0.0,1,1,DUQ-Quant,True
454,0.0,6,6,DUQ-Quant,True
455,0.0,6,6,DUQ-Quant,True
456,0.0,1,1,DUQ-Quant,True
457,0.0,7,7,DUQ-Quant,True
458,0.0,9,9,DUQ-Quant,True
459,0.0,3,3,DUQ-Quant,True
460,0.0,8,8,DUQ-Quant,True
461,0.0,2,2,DUQ-Quant,True
462,0.0,1,1,DUQ-Quant,True
463,0.0,9,9,DUQ-Quant,True
464,0.0,7,7,DUQ-Quant,True
465,0.0,4,4,DUQ-Quant,True
466,0.0,5,5,DUQ-Quant,True
467,0.0,6,6,DUQ-Quant,True
468,0.0,7,7,DUQ-Quant,True
469,0.0,9,9,DUQ-Quant,True
470,0.0,2,2,DUQ-Quant,True
471,0.0,3,3,DUQ-Quant,True
472,0.0,2,2,DUQ-Quant,True
473,0.0,7,7,DUQ-Quant,True
474,0.0,1,1,DUQ-Quant,True
475,0.0,0,0,DUQ-Quant,True
476,0.0,9,9,DUQ-Quant,True
477,0.0,6,6,DUQ-Quant,True
478,0.0,7,7,DUQ-Quant,True
479,0.0,5,5,DUQ-Quant,True
480,0.0,6,6,DUQ-Quant,True
481,0.0,4,4,DUQ-Quant,True
482,0.0,0,0,DUQ-Quant,True
483,0.0,5,5,DUQ-Quant,True
484,0.0,9,9,DUQ-Quant,True
485,0.0,9,3,DUQ-Quant,False
486,0.0,1,1,DUQ-Quant,True
487,0.0,7,2,DUQ-Quant,False
488,0.0,7,7,DUQ-Quant,True
489,0.0,5,5,DUQ-Quant,True
490,0.0,0,0,DUQ-Quant,True
491,0.0,0,0,DUQ-Quant,True
492,0.0,1,1,DUQ-Quant,True
493,0.0,3,3,DUQ-Quant,True
494,0.0,8,8,DUQ-Quant,True
495,0.0,7,7,DUQ-Quant,True
496,0.0,2,2,DUQ-Quant,True
497,0.0,6,6,DUQ-Quant,True
498,0.0,4,4,DUQ-Quant,True
499,0.0,1,1,DUQ-Quant,True
500,0.0,8,8,DUQ-Quant,True
501,0.0,4,4,DUQ-Quant,True
502,0.0,8,8,DUQ-Quant,True
503,0.0,4,4,DUQ-Quant,True
504,0.0,3,3,DUQ-Quant,True
505,0.0,1,1,DUQ-Quant,True
506,0.0,6,6,DUQ-Quant,True
507,0.0,4,4,DUQ-Quant,True
508,0.0,5,3,DUQ-Quant,False
509,0.0,8,8,DUQ-Quant,True
510,0.0,3,3,DUQ-Quant,True
511,0.0,9,9,DUQ-Quant,True
512,0.0,6,6,DUQ-Quant,True
513,0.0,6,6,DUQ-Quant,True
514,0.0,2,2,DUQ-Quant,True
515,0.0,1,1,DUQ-Quant,True
516,0.0,0,0,DUQ-Quant,True
517,0.0,5,5,DUQ-Quant,True
518,0.0,6,5,DUQ-Quant,False
519,0.0,4,4,DUQ-Quant,True
520,0.0,2,2,DUQ-Quant,True
521,0.0,3,3,DUQ-Quant,True
522,0.0,5,5,DUQ-Quant,True
523,0.0,5,5,DUQ-Quant,True
524,0.0,1,1,DUQ-Quant,True
525,0.0,3,3,DUQ-Quant,True
526,0.0,0,0,DUQ-Quant,True
527,0.0,7,7,DUQ-Quant,True
528,0.0,3,2,DUQ-Quant,False
529,0.0,1,1,DUQ-Quant,True
530,0.0,3,3,DUQ-Quant,True
531,0.0,5,3,DUQ-Quant,False
532,0.0,4,4,DUQ-Quant,True
533,0.0,8,8,DUQ-Quant,True
534,0.0,4,4,DUQ-Quant,True
535,0.0,5,5,DUQ-Quant,True
536,0.0,2,2,DUQ-Quant,True
537,0.0,4,4,DUQ-Quant,True
538,0.0,2,2,DUQ-Quant,True
539,0.0,3,3,DUQ-Quant,True
540,0.0,2,2,DUQ-Quant,True
541,0.0,8,8,DUQ-Quant,True
542,0.0,7,1,DUQ-Quant,False
543,0.0,2,2,DUQ-Quant,True
544,0.0,4,4,DUQ-Quant,True
545,0.0,0,0,DUQ-Quant,True
546,0.0,5,5,DUQ-Quant,True
547,0.0,2,2,DUQ-Quant,True
548,0.0,1,1,DUQ-Quant,True
549,0.0,6,6,DUQ-Quant,True
550,0.0,5,5,DUQ-Quant,True
551,0.0,0,0,DUQ-Quant,True
552,0.0,0,0,DUQ-Quant,True
553,0.0,1,1,DUQ-Quant,True
554,0.0,0,0,DUQ-Quant,True
555,0.0,2,2,DUQ-Quant,True
556,0.0,8,8,DUQ-Quant,True
557,0.0,5,5,DUQ-Quant,True
558,0.0,7,7,DUQ-Quant,True
559,0.0,8,8,DUQ-Quant,True
560,0.0,4,4,DUQ-Quant,True
561,0.0,7,7,DUQ-Quant,True
562,0.0,2,2,DUQ-Quant,True
563,0.0,0,0,DUQ-Quant,True
564,0.0,6,6,DUQ-Quant,True
565,0.0,7,7,DUQ-Quant,True
566,0.0,5,3,DUQ-Quant,False
567,0.0,5,5,DUQ-Quant,True
568,0.0,8,8,DUQ-Quant,True
569,0.0,2,2,DUQ-Quant,True
570,0.0,7,7,DUQ-Quant,True
571,0.0,4,4,DUQ-Quant,True
572,0.0,5,5,DUQ-Quant,True
573,0.0,0,0,DUQ-Quant,True
574,0.0,3,3,DUQ-Quant,True
575,0.0,3,3,DUQ-Quant,True
576,0.0,8,8,DUQ-Quant,True
577,0.0,7,7,DUQ-Quant,True
578,0.0,9,9,DUQ-Quant,True
579,0.0,9,9,DUQ-Quant,True
580,0.0,7,7,DUQ-Quant,True
581,0.0,5,5,DUQ-Quant,True
582,0.0,9,9,DUQ-Quant,True
583,0.0,8,8,DUQ-Quant,True
584,0.0,4,4,DUQ-Quant,True
585,0.0,1,1,DUQ-Quant,True
586,0.0,1,1,DUQ-Quant,True
587,0.0,3,3,DUQ-Quant,True
588,0.0,5,3,DUQ-Quant,False
589,0.0,0,0,DUQ-Quant,True
590,0.0,2,2,DUQ-Quant,True
591,0.0,6,6,DUQ-Quant,True
592,0.0,1,1,DUQ-Quant,True
593,0.0,5,5,DUQ-Quant,True
594,0.0,0,0,DUQ-Quant,True
595,0.0,9,9,DUQ-Quant,True
596,0.0,2,2,DUQ-Quant,True
597,0.0,6,6,DUQ-Quant,True
